imgPath,Prompt,Response,Ground Truth
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_18875.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(30, 35, 40, 37)","(30.0, 36.0, 40.0, 36.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_18880.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(47.0, 53.0, 41.0, 38.0)","(48.0, 54.0, 44.0, 40.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_18899.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(84.5, 87, 20, 16)","(83.99989, 90.00001, 20.00035, 15.99996)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_18900.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(62, 69, 33, 29)","(60.0, 66.0, 32.0, 28.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_18901.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(78, 82, 14.5, 17)","(78.0, 84.0, 16.0, 12.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_18965.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(93, 96, 22, 17)","(90.0, 96.0, 20.0, 16.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_18974.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(94, 97, 24, 21)","(96.0, 102.0, 24.0, 20.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_18982.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(92.5, 93.2, 12.1, 11.3)","(90.0, 96.0, 12.0, 8.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_18994.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(66, 72, 32, 28)","(66.0, 72.0, 32.0, 28.0)"
Map2Loc_Full_Test_Data/testing_data_jpeg\utaustin_19001.jpeg,"The image provided is a map of a street or region in the world. Please locate the top left and bottom right longitude and latitude coordinates of the provided location's bounding box. The longitude values should range from -180 degrees to 180 degrees and the latitude values should range from -90 degrees to 90 degrees. Please provide no additional text in your response and provide an educated guess if there is not enough information to deduce a response. Please provide your response in the following format: ""(leftmost longitude number, rightmost longitude number, top latitude number, bottom latitude number)"". These numbers should not include text and the ° symbol. The values can include decimal values.","(77, 81, 23, 20)","(78.0, 84.0, 24.0, 20.0)"
